1 6217.44
2 10895.67
3 16230.1
4 21215.04
5 29052.05
6 33978.64
7 37836.73
8 40588.19
9 47499.91
10 47266.35
11 48258.61
12 48972.11
13 48529.39
14 50167.4
15 48872.09
16 48220.62
